Holding Name,Trade Good,Holding Occupied,Total Value of Holding Production,Holdings Owner,Province Location Hex ID,Province Name,Province Owner
Poland Barley Farm,Barley,FALSE,88,Poland Nobility,112A,Lelów,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Clergy (Catholic),112A,Lelów,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland,112A,Lelów,Poland
Poland Oat Farm,Oats,FALSE,35.2,Polish Clergy (Catholic),112A,Lelów,Poland
Poland Coal Mine,Coal,FALSE,57.6,Jewish Communities,112A,Lelów,Poland
Poland Lead Mine,Lead,FALSE,129.6,Poland,112A,Lelów,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,112B,Książ Wielki,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,112B,Książ Wielki,Poland
Poland Distillery,Spirits,FALSE,62.4,Poland,112B,Książ Wielki,Poland
Poland Coal Mine,Coal,FALSE,19.2,Poland,112B,Książ Wielki,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland Nobility,112D,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Clergy (Catholic),112D,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,112D,,Poland
Poland Oat Farm,Oats,FALSE,105.6,Poland Nobility,112D,,Poland
Poland Distillery,Spirits,FALSE,62.4,Poland,112D,,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland Nobility,112F,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,112F,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,112F,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),112F,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,112F,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Jewish Communities,1131,Cracow,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1131,Cracow,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Poland,1131,Cracow,Poland
Poland Lead Mine,Lead,FALSE,21.6,Polish Merchants,1131,Cracow,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1132,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),1132,,Poland
Poland Rye Farm,Rye,FALSE,105.6,Polish Clergy (Catholic),1132,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Jewish Communities,1132,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1132,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,1132,,Poland
Poland Brewery,Beer,FALSE,83.2,Poland,1132,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1133,Bochnia,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1133,Bochnia,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Polish Merchants,1133,Bochnia,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),1133,Bochnia,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,1133,Bochnia,Poland
Poland Brewery,Beer,FALSE,62.4,Poland,1133,Bochnia,Poland
Poland Coal Mine,Coal,FALSE,96,Poland Nobility,1133,Bochnia,Poland
Poland Copper Mine,Copper,FALSE,21.6,Polish Clergy (Catholic),1133,Bochnia,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),1134,Szczyrzyca,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,1134,Szczyrzyca,Poland
Poland Rye Farm,Rye,FALSE,35.2,Polish Merchants,1134,Szczyrzyca,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland,1134,Szczyrzyca,Poland
Poland Coal Mine,Coal,FALSE,57.6,Polish Merchants,1134,Szczyrzyca,Poland
Poland Lead Mine,Lead,FALSE,21.6,Polish Merchants,1134,Szczyrzyca,Poland
Poland Barley Farm,Barley,FALSE,105.6,Jewish Communities,1135,,Poland
Poland Rye Farm,Rye,FALSE,70.4,Poland,1135,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Jewish Communities,1135,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1135,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Jewish Communities,1135,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1135,,Poland
Poland Distillery,Spirits,FALSE,62.4,Jewish Communities,1135,,Poland
Poland Lead Mine,Lead,FALSE,86.4,Poland,1135,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1136,Proszowice,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1136,Proszowice,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1136,Proszowice,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1136,Proszowice,Poland
Poland Coal Mine,Coal,FALSE,57.6,Jewish Communities,1136,Proszowice,Poland
Poland Barley Farm,Barley,FALSE,105.6,Poland,1137,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Catholic),1137,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1137,,Poland
Poland Oat Farm,Oats,FALSE,52.8,Poland,1137,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Catholic),1137,,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Merchants,1138,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,1138,,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Jewish Communities,1138,,Poland
Poland Brewery,Beer,FALSE,41.6,Polish Merchants,1138,,Poland
Poland Barley Farm,Barley,FALSE,70.4,Jewish Communities,1139,Chęciny,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1139,Chęciny,Poland
Poland Rye Farm,Rye,FALSE,52.8,Jewish Communities,1139,Chęciny,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Poland Nobility,1139,Chęciny,Poland
Poland Coal Mine,Coal,FALSE,38.4,Poland,1139,Chęciny,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,113A,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Catholic),113A,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland,113A,,Poland
Poland Oat Farm,Oats,FALSE,52.8,Polish Clergy (Catholic),113A,,Poland
Poland Copper Mine,Copper,FALSE,43.2,Jewish Communities,113A,,Poland
Poland Lead Mine,Lead,FALSE,21.6,Poland Nobility,113A,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,113B,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,113B,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,113B,,Poland
Poland Brewery,Beer,FALSE,20.8,Poland Nobility,113B,,Poland
Poland Coal Mine,Coal,FALSE,19.2,Poland,113B,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,113C,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,113C,,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Poland Nobility,113C,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Jewish Communities,113C,,Poland
Poland Oat Farm,Oats,FALSE,52.8,Poland Nobility,113C,,Poland
Poland Copper Mine,Copper,FALSE,43.2,Poland,113C,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland,113D,Wiślica,Poland
Poland Brewery,Beer,FALSE,20.8,Polish Merchants,113D,Wiślica,Poland
Poland Coal Mine,Coal,FALSE,38.4,Poland,113D,Wiślica,Poland
Poland Barley Farm,Barley,FALSE,35.2,Jewish Communities,113E,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland,113E,,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Clergy (Catholic),113E,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,113E,,Poland
Poland Distillery,Spirits,FALSE,20.8,Polish Clergy (Catholic),113E,,Poland
Poland Copper Mine,Copper,FALSE,21.6,Poland Nobility,113E,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),113F,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,113F,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,113F,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),113F,,Poland
Poland Barley Farm,Barley,FALSE,35.2,Poland,1140,Tarnów,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Merchants,1140,Tarnów,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland,1140,Tarnów,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1140,Tarnów,Poland
Poland Coal Mine,Coal,FALSE,38.4,Poland Nobility,1140,Tarnów,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland,1141,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland Nobility,1141,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1141,,Poland
Poland Distillery,Spirits,FALSE,20.8,Poland,1141,,Poland
Poland Barley Farm,Barley,FALSE,52.8,Polish Clergy (Catholic),1142,Nowy Sącz,Poland
Poland Barley Farm,Barley,FALSE,35.2,Poland,1142,Nowy Sącz,Poland
Poland Rye Farm,Rye,FALSE,35.2,Jewish Communities,1142,Nowy Sącz,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Poland Nobility,1142,Nowy Sącz,Poland
Poland Oat Farm,Oats,FALSE,52.8,Polish Merchants,1142,Nowy Sącz,Poland
Poland Coal Mine,Coal,FALSE,38.4,Poland Nobility,1142,Nowy Sącz,Poland
Poland Barley Farm,Barley,FALSE,70.4,Jewish Communities,1143,,Poland
Poland Barley Farm,Barley,FALSE,70.4,Jewish Communities,1143,,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Polish Clergy (Catholic),1143,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,1143,,Poland
Poland Brewery,Beer,FALSE,62.4,Polish Merchants,1143,,Poland
Poland Coal Mine,Coal,FALSE,38.4,Polish Clergy (Catholic),1143,,Poland
Poland Barley Farm,Barley,FALSE,105.6,Polish Clergy (Catholic),1144,Muszyna,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Clergy (Catholic),1144,Muszyna,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1144,Muszyna,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,1144,Muszyna,Poland
Poland Distillery,Spirits,FALSE,20.8,Jewish Communities,1144,Muszyna,Poland
Poland Lead Mine,Lead,FALSE,21.6,Poland,1144,Muszyna,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1147,Biecz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),1147,Biecz,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,1147,Biecz,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Polish Merchants,1147,Biecz,Poland
Poland Oat Farm,Oats,FALSE,105.6,Poland,1147,Biecz,Poland
Poland Brewery,Beer,FALSE,20.8,Poland Nobility,1147,Biecz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),1148,Pilzno,Poland
Poland Wheat Farm,Wheat,FALSE,88,Jewish Communities,1148,Pilzno,Poland
Poland Oat Farm,Oats,FALSE,88,Poland,1148,Pilzno,Poland
Poland Distillery,Spirits,FALSE,20.8,Jewish Communities,1148,Pilzno,Poland
Poland Copper Mine,Copper,FALSE,21.6,Poland,1148,Pilzno,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland,1149,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Jewish Communities,1149,,Poland
Poland Rye Farm,Rye,FALSE,88,Poland,1149,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),1149,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,1149,,Poland
Poland Distillery,Spirits,FALSE,20.8,Polish Merchants,1149,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),114A,,Poland
Poland Rye Farm,Rye,FALSE,70.4,Poland Nobility,114A,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,114A,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Merchants,114A,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,114A,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,114B,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Jewish Communities,114B,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,114B,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Jewish Communities,114B,,Poland
Poland Barley Farm,Barley,FALSE,70.4,Poland,114C,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,114C,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,114C,,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Jewish Communities,114C,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,114C,,Poland
Poland Brewery,Beer,FALSE,20.8,Polish Merchants,114C,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,114D,Sandomierz,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,114D,Sandomierz,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),114D,Sandomierz,Poland
Poland Oat Farm,Oats,FALSE,17.6,Jewish Communities,114D,Sandomierz,Poland
Poland Lead Mine,Lead,FALSE,21.6,Poland Nobility,114D,Sandomierz,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,114E,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Merchants,114E,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,114E,,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Jewish Communities,114E,,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Merchants,114E,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,114E,,Poland
Poland Brewery,Beer,FALSE,124.8,Poland Nobility,114E,,Poland
Poland Distillery,Spirits,FALSE,20.8,Polish Clergy (Catholic),114E,,Poland
Poland Coal Mine,Coal,FALSE,38.4,Jewish Communities,114E,,Poland
Poland Copper Mine,Copper,FALSE,21.6,Jewish Communities,114E,,Poland
Poland Barley Farm,Barley,FALSE,52.8,Polish Clergy (Catholic),114F,Opatów,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland,114F,Opatów,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Polish Clergy (Catholic),114F,Opatów,Poland
Poland Oat Farm,Oats,FALSE,35.2,Poland Nobility,114F,Opatów,Poland
Poland Brewery,Beer,FALSE,20.8,Poland,114F,Opatów,Poland
Poland Distillery,Spirits,FALSE,20.8,Polish Merchants,114F,Opatów,Poland
Poland Copper Mine,Copper,FALSE,21.6,Poland,114F,Opatów,Poland
Poland Lead Mine,Lead,FALSE,21.6,Jewish Communities,114F,Opatów,Poland
Poland Barley Farm,Barley,FALSE,17.6,Jewish Communities,1150,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Jewish Communities,1150,,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland,1150,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland Nobility,1150,,Poland
Poland Coal Mine,Coal,FALSE,19.2,Polish Clergy (Catholic),1150,,Poland
Poland Lead Mine,Lead,FALSE,43.2,Jewish Communities,1150,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1151,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Merchants,1151,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Jewish Communities,1151,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1151,,Poland
Poland Oat Farm,Oats,FALSE,35.2,Jewish Communities,1151,,Poland
Poland Brewery,Beer,FALSE,20.8,Jewish Communities,1151,,Poland
Poland Coal Mine,Coal,FALSE,76.8,Poland Nobility,1151,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1152,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Jewish Communities,1152,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Jewish Communities,1152,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1152,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1152,,Poland
Poland Copper Mine,Copper,FALSE,21.6,Poland,1152,,Poland
Poland Lead Mine,Lead,FALSE,21.6,Polish Merchants,1152,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Jewish Communities,1153,Stężyca,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1153,Stężyca,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1153,Stężyca,Poland
Poland Brewery,Beer,FALSE,20.8,Polish Clergy (Catholic),1153,Stężyca,Poland
Poland Distillery,Spirits,FALSE,20.8,Poland,1153,Stężyca,Poland
Poland Copper Mine,Copper,FALSE,21.6,Poland,1153,Stężyca,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1154,Łuków,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Jewish Communities,1154,Łuków,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1154,Łuków,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland,1154,Łuków,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1155,,Poland
Poland Rye Farm,Rye,FALSE,70.4,Polish Clergy (Catholic),1155,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Jewish Communities,1155,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland Nobility,1155,,Poland
Poland Distillery,Spirits,FALSE,20.8,Poland,1155,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1157,,Poland
Poland Rye Farm,Rye,FALSE,88,Poland,1157,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1157,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Jewish Communities,1157,,Poland
Poland Brewery,Beer,FALSE,20.8,Poland,1157,,Poland
Poland Coal Mine,Coal,FALSE,38.4,Poland,1157,,Poland
Poland Lead Mine,Lead,FALSE,21.6,Poland Nobility,1157,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland,1158,Kazimierz Dolny,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1158,Kazimierz Dolny,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,1158,Kazimierz Dolny,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Merchants,1158,Kazimierz Dolny,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Poland,1158,Kazimierz Dolny,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1158,Kazimierz Dolny,Poland
Poland Oat Farm,Oats,FALSE,17.6,Jewish Communities,1158,Kazimierz Dolny,Poland
Poland Copper Mine,Copper,FALSE,43.2,Polish Merchants,1158,Kazimierz Dolny,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),1159,,Poland
Poland Barley Farm,Barley,FALSE,70.4,Poland,1159,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,1159,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Jewish Communities,1159,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Jewish Communities,1159,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Jewish Communities,1159,,Poland
Poland Brewery,Beer,FALSE,20.8,Polish Merchants,1159,,Poland
Poland Lead Mine,Lead,FALSE,21.6,Poland,1159,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Clergy (Catholic),115A,,Poland
Poland Barley Farm,Barley,FALSE,70.4,Polish Clergy (Catholic),115A,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Jewish Communities,115A,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland Nobility,115A,,Poland
Poland Wheat Farm,Wheat,FALSE,88,Polish Merchants,115A,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Poland Nobility,115A,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Catholic),115A,,Poland
Poland Brewery,Beer,FALSE,20.8,Poland Nobility,115A,,Poland
Poland Distillery,Spirits,FALSE,41.6,Poland,115A,,Poland
Poland Lead Mine,Lead,FALSE,86.4,Poland Nobility,115A,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Jewish Communities,115B,Lublin,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Jewish Communities,115B,Lublin,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,115B,Lublin,Poland
Poland Coal Mine,Coal,FALSE,19.2,Polish Merchants,115B,Lublin,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,115C,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,115C,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,115C,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Poland,115D,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland Nobility,115D,,Poland
Poland Wheat Farm,Wheat,FALSE,70.4,Polish Merchants,115D,,Poland
Poland Wheat Farm,Wheat,FALSE,52.8,Polish Clergy (Catholic),115D,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,115D,,Poland
Poland Brewery,Beer,FALSE,83.2,Polish Clergy (Catholic),115D,,Poland
Poland Barley Farm,Barley,FALSE,52.8,Poland Nobility,115E,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,115E,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Catholic),115E,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,115E,,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Merchants,115F,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,115F,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Orthodox),115F,,Poland
Poland Brewery,Beer,FALSE,20.8,Polish Clergy (Orthodox),115F,,Poland
Poland Distillery,Spirits,FALSE,62.4,Poland Nobility,115F,,Poland
Poland Copper Mine,Copper,FALSE,21.6,Poland,115F,,Poland
Poland Barley Farm,Barley,FALSE,70.4,Poland,1160,Krasnystaw,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Orthodox),1160,Krasnystaw,Poland
Poland Rye Farm,Rye,FALSE,35.2,Polish Merchants,1160,Krasnystaw,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Orthodox),1160,Krasnystaw,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Orthodox),1160,Krasnystaw,Poland
Poland Brewery,Beer,FALSE,20.8,Poland Nobility,1160,Krasnystaw,Poland
Poland Distillery,Spirits,FALSE,20.8,Polish Merchants,1160,Krasnystaw,Poland
Poland Coal Mine,Coal,FALSE,19.2,Poland Nobility,1160,Krasnystaw,Poland
Poland Copper Mine,Copper,FALSE,21.6,Poland Nobility,1160,Krasnystaw,Poland
Poland Barley Farm,Barley,FALSE,88,Polish Clergy (Orthodox),1161,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1161,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1161,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,1161,,Poland
Poland Oat Farm,Oats,FALSE,35.2,Poland,1161,,Poland
Poland Brewery,Beer,FALSE,104,Polish Merchants,1161,,Poland
Poland Distillery,Spirits,FALSE,20.8,Poland,1161,,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Clergy (Orthodox),1162,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1162,,Poland
Poland Rye Farm,Rye,FALSE,105.6,Polish Clergy (Orthodox),1162,,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland Nobility,1162,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1162,,Poland
Poland Brewery,Beer,FALSE,20.8,Poland,1162,,Poland
Poland Barley Farm,Barley,FALSE,17.6,Polish Merchants,1163,,Poland
Poland Rye Farm,Rye,FALSE,88,Polish Clergy (Orthodox),1163,,Poland
Poland Rye Farm,Rye,FALSE,52.8,Polish Clergy (Orthodox),1163,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Merchants,1163,,Poland
Poland Oat Farm,Oats,FALSE,35.2,Polish Merchants,1163,,Poland
Poland Oat Farm,Oats,FALSE,35.2,Polish Merchants,1163,,Poland
Poland Copper Mine,Copper,FALSE,86.4,Polish Clergy (Orthodox),1163,,Poland
Poland Salt Mines,Salt,FALSE,51.2,Poland,1163,,Poland
Poland Barley Farm,Barley,FALSE,35.2,Poland Nobility,1164,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Merchants,1164,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Clergy (Orthodox),1164,,Poland
Poland Coal Mine,Coal,FALSE,19.2,Poland Nobility,1164,,Poland
Poland Copper Mine,Copper,FALSE,43.2,Poland Nobility,1164,,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Merchants,1165,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland Nobility,1165,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland Nobility,1165,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Orthodox),1165,,Poland
Poland Wheat Farm,Wheat,FALSE,35.2,Poland,1165,,Poland
Poland Oat Farm,Oats,FALSE,35.2,Poland,1165,,Poland
Poland Brewery,Beer,FALSE,20.8,Polish Clergy (Orthodox),1165,,Poland
Poland Distillery,Spirits,FALSE,20.8,Polish Clergy (Orthodox),1165,,Poland
Poland Salt Mines,Salt,FALSE,25.6,Polish Clergy (Orthodox),1165,,Poland
Poland Rye Farm,Rye,FALSE,35.2,Poland Nobility,1166,,Poland
Poland Wheat Farm,Wheat,FALSE,88,Poland,1166,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1166,,Poland
Poland Distillery,Spirits,FALSE,83.2,Poland Nobility,1166,,Poland
Poland Oat Farm,Oats,FALSE,70.4,Polish Clergy (Orthodox),1167,Chelm,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,1167,Chelm,Poland
Poland Coal Mine,Coal,FALSE,19.2,Poland,1167,Chelm,Poland
Poland Barley Farm,Barley,FALSE,70.4,Poland Nobility,1168,Horodło,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Orthodox),1168,Horodło,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Orthodox),1168,Horodło,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Polish Clergy (Orthodox),1168,Horodło,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,1168,Horodło,Poland
Poland Copper Mine,Copper,FALSE,43.2,Polish Clergy (Orthodox),1168,Horodło,Poland
Poland Barley Farm,Barley,FALSE,17.6,Poland Nobility,1169,Grabowiec,Poland
Poland Oat Farm,Oats,FALSE,17.6,Poland,1169,Grabowiec,Poland
Poland Copper Mine,Copper,FALSE,43.2,Poland,1169,Grabowiec,Poland
Poland Barley Farm,Barley,FALSE,35.2,Polish Merchants,116A,,Poland
Poland Barley Farm,Barley,FALSE,88,Polish Merchants,116A,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Polish Clergy (Orthodox),116A,,Poland
Poland Rye Farm,Rye,FALSE,17.6,Poland,116A,,Poland
Poland Wheat Farm,Wheat,FALSE,17.6,Poland,116A,,Poland
Poland Oat Farm,Oats,FALSE,17.6,Polish Merchants,116A,,Poland
